context,winner_index,winner,votedFor,userDetails.country,userDetails.language,userDetails.userScore,userDetails.age,userDetails.gender,userDetails.occupation,model1,model2,winner_model,voted_for_model,continent
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.6172,Unknown,Unknown,Unknown,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,FR,fr,0.5505,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Europe
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,dalle3_bathroom.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,dalle3,halfmoon,halfmoon,dalle3,Europe
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,dalle3_bathroom.jpg,RS,sr,0.0794,0-17,Male,Other Employment,dalle3,halfmoon,halfmoon,dalle3,Europe
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,DZ,fr,0.0,65+,Female,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,DZ,en,0.6635,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,IT,it,0.5903,30-39,Other,Other Employment,dalle3,stablediffusion,dalle3,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,TZ,en,0.3,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Africa
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.4446,18-29,Other,Unemployed or Student,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,BR,pt,0.3849,18-29,Female,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,South America
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,ID,en,0.7226,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.5936,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.2353,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.5767,30-39,Female,Other Employment,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,halfmoon_bathroom.jpg,DZ,en,0.6477,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.4157,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,1,dalle3_baseball.jpg,dalle3_baseball.jpg,IN,en,0.1862,0-17,Female,Other Creative & Media Professional,4o,dalle3,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,1,dalle3_baseball.jpg,dalle3_baseball.jpg,RS,sr,0.4644,50-64,Male,Technology,4o,dalle3,dalle3,dalle3,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,1,dalle3_baseball.jpg,4o_baseball.jpg,PH,en,0.3953,Unknown,Unknown,Unknown,4o,dalle3,dalle3,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,1,dalle3_baseball.jpg,dalle3_baseball.jpg,MA,fr,0.5391,Unknown,Unknown,Unknown,4o,dalle3,dalle3,dalle3,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,1,dalle3_baseball.jpg,4o_baseball.jpg,IN,en,0.2912,50-64,Male,Unemployed or Student,4o,dalle3,dalle3,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,IN,en,0.3465,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,IT,it,0.3583,30-39,Male,Healthcare,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,halfmoon_baseball.jpg,AU,en,0.6199,50-64,Male,Other Employment,4o,halfmoon,4o,halfmoon,Oceania
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,IN,en,0.2701,40-49,Female,Unemployed or Student,4o,halfmoon,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,BR,pt,0.3849,18-29,Female,Unemployed or Student,4o,halfmoon,4o,4o,South America
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,EG,ar,0.4047,30-39,Female,Healthcare,4o,stablediffusion,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,TR,tr,0.2212,18-29,Female,Unemployed or Student,4o,stablediffusion,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,MZ,pt,0.5982,50-64,Other,Creative & Media,4o,stablediffusion,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,stablediffusion_baseball.jpg,PH,en,0.4312,Unknown,Unknown,Unknown,4o,stablediffusion,4o,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,UA,uk,0.3,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,PH,en,0.5819,65+,Female,Unemployed or Student,4o,stablediffusion,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,IN,en,0.3288,50-64,Male,Unemployed or Student,dalle3,halfmoon,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.272,0-17,Male,Other Employment,dalle3,halfmoon,dalle3,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,BD,en,0.3266,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,EG,ar,0.3232,50-64,Female,Education,dalle3,halfmoon,dalle3,dalle3,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,PH,en,0.3255,0-17,Female,Technology,dalle3,halfmoon,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,1,stablediffusion_baseball.jpg,dalle3_baseball.jpg,IT,it,0.3583,30-39,Male,Healthcare,dalle3,stablediffusion,stablediffusion,dalle3,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,1,stablediffusion_baseball.jpg,stablediffusion_baseball.jpg,AU,en,0.6199,50-64,Male,Other Employment,dalle3,stablediffusion,stablediffusion,stablediffusion,Oceania
A baseball player in a blue and white uniform is next to a player in black and white.,1,stablediffusion_baseball.jpg,stablediffusion_baseball.jpg,EG,en,0.42,18-29,Male,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,1,stablediffusion_baseball.jpg,dalle3_baseball.jpg,IN,en,0.5249,0-17,Male,Healthcare,dalle3,stablediffusion,stablediffusion,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,1,stablediffusion_baseball.jpg,stablediffusion_baseball.jpg,IN,en,0.6971,0-17,Male,Business & Finance,dalle3,stablediffusion,stablediffusion,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,EG,ar,0.3726,0-17,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,RU,ru,0.4505,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,EG,ar,0.186,0-17,Male,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,RS,en,0.6474,30-39,Female,Other Employment,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,stablediffusion_baseball.jpg,EG,ar,0.4557,30-39,Female,Technology,halfmoon,stablediffusion,halfmoon,stablediffusion,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.7491,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,EG,ar,0.3726,0-17,Female,Unemployed or Student,4o,dalle3,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,dalle3_baseball.jpg,RU,ru,0.3455,Unknown,Unknown,Unknown,4o,dalle3,4o,dalle3,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,EG,ar,0.3901,40-49,Male,Education,4o,dalle3,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DZ,en,0.6654,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,EG,en,0.3114,65+,Other,Unemployed or Student,4o,dalle3,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,RU,ru,0.3,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DE,de,0.4484,65+,Male,Technology,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,IN,en,0.3,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DE,de,0.186,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,AT,de,0.7959,50-64,Female,Skilled Manual Trades,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,stablediffusion_baseball.jpg,IN,hi,0.0,30-39,Female,Skilled Manual Trades,4o,stablediffusion,4o,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,stablediffusion_baseball.jpg,PH,en,0.2396,30-39,Male,Skilled Manual Trades,4o,stablediffusion,4o,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,IN,en,0.0926,18-29,Female,Unemployed or Student,4o,stablediffusion,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,VN,vi,0.5609,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DZ,fr,0.3,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,1,halfmoon_baseball.jpg,halfmoon_baseball.jpg,ES,es,0.6753,18-29,Female,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,1,halfmoon_baseball.jpg,dalle3_baseball.jpg,RS,sr,0.3548,30-39,Male,Other Skilled Manual Trade Professional,dalle3,halfmoon,halfmoon,dalle3,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,1,halfmoon_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.0,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,1,halfmoon_baseball.jpg,halfmoon_baseball.jpg,RS,en,0.6474,30-39,Female,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,1,halfmoon_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.5203,30-39,Female,Unemployed or Student,dalle3,halfmoon,halfmoon,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,EG,ar,0.2606,40-49,Female,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,ID,id,0.4469,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,stablediffusion_baseball.jpg,DZ,en,0.228,50-64,Female,Education,dalle3,stablediffusion,dalle3,stablediffusion,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,stablediffusion_baseball.jpg,unknown,EN,0.3,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Unknown
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,MY,en,0.5677,Unknown,Male,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,stablediffusion_baseball.jpg,RS,sr,0.3711,65+,Female,Creative & Media,halfmoon,stablediffusion,halfmoon,stablediffusion,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,BR,pt,0.4375,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,South America
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,BR,pt,0.4375,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,South America
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,TR,tr,0.0415,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,4o_bunny.jpg,IN,en,0.526,30-39,Female,Unemployed or Student,4o,dalle3,dalle3,4o,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,4o_bunny.jpg,EG,ar,0.3826,50-64,Female,Education,4o,dalle3,dalle3,4o,Africa
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,VN,vi,0.5609,Unknown,Unknown,Unknown,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,IN,en,0.0005,30-39,Female,Unknown,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,RS,sr,0.7039,50-64,Male,Education,4o,dalle3,dalle3,dalle3,Europe
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,EG,en,0.2177,30-39,Male,Creative & Media,4o,dalle3,dalle3,dalle3,Africa
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,4o_bunny.jpg,IN,en,0.0015,Unknown,Unknown,Unknown,4o,dalle3,dalle3,4o,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,4o_bunny.jpg,EG,ar,0.3901,40-49,Male,Education,4o,halfmoon,halfmoon,4o,Africa
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,IN,en,0.4545,18-29,Other,Unemployed or Student,4o,halfmoon,halfmoon,halfmoon,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,4o,halfmoon,halfmoon,halfmoon,Europe
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,TR,tr,0.4201,0-17,Female,Other Employment,4o,halfmoon,halfmoon,halfmoon,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,4o_bunny.jpg,BD,en,0.5233,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,4o,Asia
A blue bunny in a pink water toilet bowl.,0,4o_bunny.jpg,stablediffusion_bunny.jpg,PH,en,0.3255,0-17,Female,Technology,4o,stablediffusion,4o,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,0,4o_bunny.jpg,4o_bunny.jpg,TZ,ar,0.6335,18-29,Male,Unknown,4o,stablediffusion,4o,4o,Africa
A blue bunny in a pink water toilet bowl.,0,4o_bunny.jpg,stablediffusion_bunny.jpg,IN,en,0.1862,0-17,Female,Other Creative & Media Professional,4o,stablediffusion,4o,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,0,4o_bunny.jpg,stablediffusion_bunny.jpg,IN,en,0.4157,Unknown,Unknown,Unknown,4o,stablediffusion,4o,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,0,4o_bunny.jpg,4o_bunny.jpg,DZ,en,0.6477,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Africa
A blue bunny in a pink water toilet bowl.,0,dalle3_bunny.jpg,dalle3_bunny.jpg,ID,id,0.2625,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,0,dalle3_bunny.jpg,dalle3_bunny.jpg,VN,vi,0.0541,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,0,dalle3_bunny.jpg,dalle3_bunny.jpg,DZ,ar,0.6122,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Africa
A blue bunny in a pink water toilet bowl.,0,dalle3_bunny.jpg,dalle3_bunny.jpg,AZ,az,0.1065,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,0,dalle3_bunny.jpg,dalle3_bunny.jpg,TR,tr,0.2712,30-39,Female,Unemployed or Student,dalle3,halfmoon,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,PK,en,0.345,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,IN,en,0.2334,18-29,Female,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,IN,en,0.6971,0-17,Male,Business & Finance,dalle3,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,EG,ar,0.2371,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,unknown,EN,0.3,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Unknown
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,dalle3_bunny.jpg,DZ,ar,0.4483,0-17,Male,Technology,dalle3,stablediffusion,stablediffusion,dalle3,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,IN,en,0.3085,0-17,Male,Unemployed or Student,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,LY,ar,0.2042,40-49,Female,Education,halfmoon,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,halfmoon_bunny.jpg,DZ,fr,0.0,65+,Female,Other Employment,halfmoon,stablediffusion,stablediffusion,halfmoon,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,LY,ar,0.3102,40-49,Male,Skilled Manual Trades,halfmoon,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,EG,ar,0.2371,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,halfmoon_bunny.jpg,TR,tr,0.4201,0-17,Female,Other Employment,halfmoon,stablediffusion,stablediffusion,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,TR,tr,0.2689,18-29,Male,Other Employment,4o,dalle3,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,AU,en,0.6199,50-64,Male,Other Employment,4o,dalle3,4o,4o,Oceania
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,dalle3_bathroom.jpg,RU,ru,0.6807,50-64,Male,Technology,4o,dalle3,4o,dalle3,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,RU,ru,0.6722,65+,Other,Unknown,4o,dalle3,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,DZ,en,0.6635,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,halfmoon_bathroom.jpg,TZ,ar,0.6317,18-29,Male,Unknown,4o,halfmoon,4o,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.001,0-17,Other,Unknown,4o,halfmoon,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,LY,ar,0.4923,40-49,Other,Other Employment,4o,halfmoon,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.2328,0-17,Female,Other Creative & Media Professional,4o,halfmoon,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,EG,ar,0.4557,30-39,Female,Technology,4o,halfmoon,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,halfmoon_bathroom.jpg,DZ,ar,0.4483,0-17,Male,Technology,4o,halfmoon,4o,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,DZ,en,0.6579,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.5594,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,PL,pl,0.1287,40-49,Other,Skilled Manual Trades,4o,stablediffusion,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,4o,stablediffusion,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.7491,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,BD,en,0.5233,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,dalle3_bathroom.jpg,IN,en,0.4129,18-29,Male,Education,dalle3,halfmoon,halfmoon,dalle3,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,BO,es,0.3385,0-17,Other,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,South America
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,DE,de,0.4484,65+,Male,Technology,dalle3,halfmoon,halfmoon,halfmoon,Europe
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,PH,en,0.3953,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,TR,tr,0.2434,18-29,Female,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,BO,es,0.336,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,South America
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,TR,tr,0.2784,0-17,Female,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,BR,pt,0.5426,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,South America
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.5679,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,IN,hi,0.3132,30-39,Female,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,PH,en,0.322,30-39,Other,Other Employment,dalle3,stablediffusion,dalle3,dalle3,Asia
